,Canal,SubCanal,Grupo 1 ,Grupo 2,Afiliação,VL Receita Total,Receita Net MDR,Receita de antecipação de recebiveis,Outras Receitas,Custo de Net MDR,Custo de antecipação de recebiveis,Custo de Outras Receitas,custo_total,lucro Net MDR,lucro antecipação de recebiveis,lucro outras receitas,lucro total,margem Net MDR,margem antecipação de recebiveis,margem Outras Receitas,margem total
0,DIGITAL,SubCanal 1,Grupo B,LIDER FARMER,00254A8E-59B4-40A5-99AC-CA06A1B37663,227,0,0,227,0,0,113,113,0,0,114,114,,,0.5022026431718062,0.5022026431718062
1,DIGITAL,SubCanal 1,Grupo C,JULIO,005e8e74-2412-48d3-b366-fbb8cc3b4e67,206,0,0,206,0,0,103,103,0,0,103,103,,,0.5,0.5
2,DIGITAL,SubCanal 1,Grupo B,BASE,005F3E61-7757-46F4-A55F-4E2ED5B52835,51,0,0,51,0,0,26,26,0,0,25,25,,,0.49019607843137253,0.49019607843137253
3,DIGITAL,SubCanal 1,Grupo D,INSIDE,006073e9-052c-44e0-aaa9-3f160fb12bb4,206,0,0,206,0,0,103,103,0,0,103,103,,,0.5,0.5
4,DIGITAL,SubCanal 1,Grupo B,BASE,00F62BB5-45B2-4C41-921B-4E2650FDDBD4,257,0,0,257,0,0,129,129,0,0,128,128,,,0.4980544747081712,0.4980544747081712
5,DIGITAL,SubCanal 1,Grupo B,INSIDE A,0140af62-3862-45de-b6a3-ef8ee3e7e5ad,927,0,0,927,0,0,463,463,0,0,464,464,,,0.5005393743257821,0.5005393743257821
6,DIGITAL,SubCanal 1,Grupo B,BASE,0192EF22-4EFA-46A3-8A7F-FAB853323DFB,309,0,0,309,0,0,154,154,0,0,155,155,,,0.5016181229773463,0.5016181229773463
7,DIGITAL,SubCanal 1,Grupo B,INSIDE B,019BE612-B356-4111-A703-43552675D3AA,43,0,0,43,0,0,21,21,0,0,22,22,,,0.5116279069767442,0.5116279069767442
8,DIGITAL,SubCanal 1,Grupo B,BASE,01ff2ea1-0e0a-4e3b-8c9f-f7ecb2967f53,200,0,0,200,0,0,100,100,0,0,100,100,,,0.5,0.5
9,DIGITAL,SubCanal 1,Grupo B,BASE,025C4033-D76F-406A-B445-76AE6CA9D6C6,222,0,0,222,0,0,111,111,0,0,111,111,,,0.5,0.5
10,DIGITAL,SubCanal 1,Grupo B,BASE,028D12EE-2BFF-4F4E-9492-D2CD7A79EA99,206,0,0,206,0,0,103,103,0,0,103,103,,,0.5,0.5
12,DIGITAL,SubCanal 1,Grupo B,BASE,02ECF9B5-EBE8-4B1D-94DE-A84A8C15CAB8,51,0,0,51,0,0,26,26,0,0,25,25,,,0.49019607843137253,0.49019607843137253
14,DIGITAL,SubCanal 1,Grupo B,INSIDE A,03cfbc14-75dd-4988-ade1-0b9e690e5794,412,0,0,412,0,0,206,206,0,0,206,206,,,0.5,0.5
15,DIGITAL,SubCanal 1,Grupo B,INSIDE A,03E10918-9691-421D-9217-637B3782E08F,206,0,0,206,0,0,103,103,0,0,103,103,,,0.5,0.5
16,DIGITAL,SubCanal 1,Grupo B,INSIDE A,03E87388-1479-4A1A-8254-1FE3D2A1AACE,206,0,0,206,0,0,103,103,0,0,103,103,,,0.5,0.5
17,DIGITAL,SubCanal 1,Grupo B,FIELD D,04EEBB0B-58ED-41C2-8692-993BED14071B,942,0,0,942,0,0,471,471,0,0,471,471,,,0.5,0.5
18,DIGITAL,SubCanal 1,Grupo B,BASE,04F0F253-B55D-4985-B16C-14993F69B0E9,309,0,0,309,0,0,154,154,0,0,155,155,,,0.5016181229773463,0.5016181229773463
19,DIGITAL,SubCanal 1,Grupo B,BASE,0507B8DB-B385-49C9-B667-FE4FD017C9BF,206,0,0,206,0,0,103,103,0,0,103,103,,,0.5,0.5
20,DIGITAL,SubCanal 1,Grupo B,INSIDE B,0516D64B-299F-4065-86A5-66375BE7E8BE,206,0,0,206,0,0,103,103,0,0,103,103,,,0.5,0.5
21,DIGITAL,SubCanal 1,Grupo B,BASE,051BB707-2AF8-4594-9E51-F86644431FA8,213,0,0,213,0,0,106,106,0,0,107,107,,,0.5023474178403756,0.5023474178403756
22,DIGITAL,SubCanal 1,Grupo B,BASE,05b8c161-9ede-4ab9-81c9-70ca9a9706d8,206,0,0,206,0,0,103,103,0,0,103,103,,,0.5,0.5
23,DIGITAL,SubCanal 1,Grupo B,INSIDE B,06701E1E-2D67-4EF3-8926-5CFA312456BC,515,0,0,515,0,0,257,257,0,0,258,258,,,0.5009708737864078,0.5009708737864078
24,DIGITAL,SubCanal 1,Grupo B,BASE,067163BF-AFD0-41F4-87C0-A451D5E3A486,257,0,0,257,0,0,129,129,0,0,128,128,,,0.4980544747081712,0.4980544747081712
25,DIGITAL,SubCanal 1,Grupo B,BASE,06D11102-46F4-4CA0-BD62-F7D1A75AAB03,99,0,0,99,0,0,50,50,0,0,49,49,,,0.494949494949495,0.494949494949495
27,DIGITAL,SubCanal 1,Grupo B,BASE,08846E99-B302-4469-BC90-439A9FD82ACC,206,0,0,206,0,0,103,103,0,0,103,103,,,0.5,0.5
29,DIGITAL,SubCanal 1,Grupo B,BASE,0A015963-CBF5-48B0-A6F7-5E8B68F2BE93,57,0,0,57,0,0,29,29,0,0,28,28,,,0.49122807017543857,0.49122807017543857
30,DIGITAL,SubCanal 1,Grupo B,INSIDE B,0A059239-5AB7-4172-877B-0DD983729675,206,0,0,206,0,0,103,103,0,0,103,103,,,0.5,0.5
31,DIGITAL,SubCanal 1,Grupo B,INSIDE B,0A13E919-57F9-4032-BAAB-5F68CFBC785C,580,0,0,580,0,0,290,290,0,0,290,290,,,0.5,0.5
34,DIGITAL,SubCanal 1,Grupo B,BASE,0B57801B-0ECC-42DD-9AE8-2FEE43C220CD,288,0,0,288,0,0,144,144,0,0,144,144,,,0.5,0.5
35,DIGITAL,SubCanal 1,Grupo B,BASE,0B6E1B76-F2B0-4435-8D4C-BD9569BDEFD5,206,0,0,206,0,0,103,103,0,0,103,103,,,0.5,0.5
37,DIGITAL,SubCanal 1,Grupo B,BASE,0BE663F8-B58C-4D6F-80CD-71DD84B1E428,51,0,0,51,0,0,26,26,0,0,25,25,,,0.49019607843137253,0.49019607843137253
39,DIGITAL,SubCanal 1,Grupo B,BASE,0CA99E37-7208-4D69-962B-A8A2501D0C22,412,0,0,412,0,0,206,206,0,0,206,206,,,0.5,0.5
40,DIGITAL,SubCanal 1,Grupo B,BASE,0CEE47E5-7BCC-4E40-85C5-C93175E53AF0,51,0,0,51,0,0,26,26,0,0,25,25,,,0.49019607843137253,0.49019607843137253
41,DIGITAL,SubCanal 1,Grupo C,OYOLA,0D5E2835-3D0B-433E-8A6E-615077521D12,600,0,0,600,0,0,300,300,0,0,300,300,,,0.5,0.5
42,DIGITAL,SubCanal 1,Grupo B,BASE,0D821F3D-D89E-4FD3-B2DF-7EA7F0562F5C,309,0,0,309,0,0,154,154,0,0,155,155,,,0.5016181229773463,0.5016181229773463
43,DIGITAL,SubCanal 1,Grupo B,BASE,0D917511-F76A-4710-A5DD-16162124B43E,309,0,0,309,0,0,154,154,0,0,155,155,,,0.5016181229773463,0.5016181229773463
44,DIGITAL,SubCanal 1,Grupo C,OYOLA,0dbddfd5-4812-4019-8f76-2e39c4e331cd,200,0,0,200,0,0,100,100,0,0,100,100,,,0.5,0.5
45,DIGITAL,SubCanal 1,Grupo B,BASE,0DC19346-0D5B-439D-B9E4-6623A07FB0C7,206,0,0,206,0,0,103,103,0,0,103,103,,,0.5,0.5
46,DIGITAL,SubCanal 1,Grupo B,BASE,0DE2BA8A-8225-4B0B-995F-E7BBBEC631D4,51,0,0,51,0,0,26,26,0,0,25,25,,,0.49019607843137253,0.49019607843137253
47,DIGITAL,SubCanal 1,Grupo B,BASE,0e52aaee-b2b3-43f6-942f-aa08303f9fce,309,0,0,309,0,0,154,154,0,0,155,155,,,0.5016181229773463,0.5016181229773463
48,DIGITAL,SubCanal 1,Grupo B,BASE,0E725673-B78C-4BC7-A718-732915E791F5,51,0,0,51,0,0,26,26,0,0,25,25,,,0.49019607843137253,0.49019607843137253
49,DIGITAL,SubCanal 1,Grupo B,INSIDE B,0E7B956F-277C-4DD2-96A3-B68753E7C9D6,206,0,0,206,0,0,103,103,0,0,103,103,,,0.5,0.5
50,DIGITAL,SubCanal 1,Grupo B,LARGE A,0e97a759-582d-4f64-9499-32d19c99f228,206,0,0,206,0,0,103,103,0,0,103,103,,,0.5,0.5
51,DIGITAL,SubCanal 1,Grupo B,BASE,0EE2DFC1-D28B-4BD8-A038-F465C88BC0E1,257,0,0,257,0,0,129,129,0,0,128,128,,,0.4980544747081712,0.4980544747081712
53,DIGITAL,SubCanal 1,Grupo B,FIELD C,0FD675AC-3C8F-453F-80A2-0416B8AE9CC1,1030,0,0,1030,0,0,515,515,0,0,515,515,,,0.5,0.5
54,DIGITAL,SubCanal 1,Grupo B,BASE,0FF2CE58-42BD-4855-90ED-144A9EC2502D,206,0,0,206,0,0,103,103,0,0,103,103,,,0.5,0.5
56,DIGITAL,SubCanal 1,Grupo B,PARCERIAS,100073034,12,12,0,0,8,0,0,8,4,0,0,4,0.3333333333333333,,,0.3333333333333333
57,DIGITAL,SubCanal 1,Grupo B,LARGE B,100098932,55,33,22,0,23,8,0,31,10,14,0,24,0.30303030303030304,0.6363636363636364,,0.43636363636363634
58,DIGITAL,SubCanal 1,Grupo B,PARCERIAS,100300355,8,8,0,0,6,0,0,6,2,0,0,2,0.25,,,0.25
59,DIGITAL,SubCanal 1,Grupo B,LARGE B,100376033,8,2,6,0,1,2,0,3,1,4,0,5,0.5,0.6666666666666666,,0.625
60,DIGITAL,SubCanal 1,Grupo B,BASE,100425289,1,1,0,0,1,0,0,1,0,0,0,0,0.0,,,0.0
61,DIGITAL,SubCanal 1,Grupo B,BASE,100548631,90,90,0,0,63,0,0,63,27,0,0,27,0.3,,,0.3
62,DIGITAL,SubCanal 1,Grupo B,LARGE B,100558274,11,7,4,0,5,1,0,6,2,3,0,5,0.2857142857142857,0.75,,0.45454545454545453
63,DIGITAL,SubCanal 1,Grupo B,LARGE B,100600411,55,23,32,0,16,11,0,27,7,21,0,28,0.30434782608695654,0.65625,,0.509090909090909
64,DIGITAL,SubCanal 1,Grupo B,LARGE B,100627252,8,3,5,0,2,2,0,4,1,3,0,4,0.3333333333333333,0.6,,0.5
65,DIGITAL,SubCanal 1,Grupo B,BASE,100753407,499,499,0,0,349,0,0,349,150,0,0,150,0.30060120240480964,,,0.30060120240480964
66,DIGITAL,SubCanal 1,Grupo B,PARCERIAS,101091158,33,33,0,0,23,0,0,23,10,0,0,10,0.30303030303030304,,,0.30303030303030304
67,DIGITAL,SubCanal 1,Grupo B,BASE,101102245,54,54,0,0,38,0,0,38,16,0,0,16,0.2962962962962963,,,0.2962962962962963
70,DIGITAL,SubCanal 1,Grupo B,FIELD C,101292745,469,469,0,0,329,0,0,329,140,0,0,140,0.29850746268656714,,,0.29850746268656714
71,DIGITAL,SubCanal 1,Grupo B,LARGE B,101345724,94,44,50,0,31,17,0,48,13,33,0,46,0.29545454545454547,0.66,,0.48936170212765956
73,DIGITAL,SubCanal 1,Grupo B,BASE,101729332,5,5,0,0,4,0,0,4,1,0,0,1,0.2,,,0.2
75,DIGITAL,SubCanal 1,Grupo B,LARGE B,102134974,23,16,7,0,11,2,0,13,5,5,0,10,0.3125,0.7142857142857143,,0.43478260869565216
76,DIGITAL,SubCanal 1,Grupo B,LARGE B,102201570,8,1,7,0,1,2,0,3,0,5,0,5,0.0,0.7142857142857143,,0.625
77,DIGITAL,SubCanal 1,Grupo B,LARGE B,102212447,18,0,18,0,0,6,0,6,0,12,0,12,,0.6666666666666666,,0.6666666666666666
78,DIGITAL,SubCanal 1,Grupo B,LARGE B,102255933,67,26,41,0,18,14,0,32,8,27,0,35,0.3076923076923077,0.6585365853658537,,0.5223880597014925
80,DIGITAL,SubCanal 1,Grupo B,INSIDE B,102444211,786,786,0,0,550,0,0,550,236,0,0,236,0.30025445292620867,,,0.30025445292620867
81,DIGITAL,SubCanal 1,Grupo B,PARCERIAS,102597526,127,127,0,0,89,0,0,89,38,0,0,38,0.2992125984251969,,,0.2992125984251969
82,DIGITAL,SubCanal 1,Grupo B,BASE,102634452,0,0,0,0,0,0,0,0,0,0,0,0,,,,
83,DIGITAL,SubCanal 1,Grupo B,LARGE B,102672794,24,14,10,0,9,4,0,13,5,6,0,11,0.35714285714285715,0.6,,0.4583333333333333
84,DIGITAL,SubCanal 1,Grupo B,PARCERIAS,102724850,267,267,0,0,187,0,0,187,80,0,0,80,0.299625468164794,,,0.299625468164794
85,DIGITAL,SubCanal 1,Grupo B,LARGE B,102794998,41,10,31,0,7,11,0,18,3,20,0,23,0.3,0.6451612903225806,,0.5609756097560976
86,DIGITAL,SubCanal 1,Grupo B,LARGE B,102853392,20,13,7,0,9,2,0,11,4,5,0,9,0.3076923076923077,0.7142857142857143,,0.45
87,DIGITAL,SubCanal 1,Grupo B,LARGE B,103114327,51,34,17,0,24,6,0,30,10,11,0,21,0.29411764705882354,0.6470588235294118,,0.4117647058823529
88,DIGITAL,SubCanal 1,Grupo B,BASE,103140730,66,23,43,0,16,15,0,31,7,28,0,35,0.30434782608695654,0.6511627906976745,,0.5303030303030303
89,DIGITAL,SubCanal 1,Grupo B,LARGE B,103281811,30,8,22,0,5,8,0,13,3,14,0,17,0.375,0.6363636363636364,,0.5666666666666667
90,DIGITAL,SubCanal 1,Grupo B,BASE,103345995,325,40,251,34,28,88,17,133,12,163,17,192,0.3,0.649402390438247,0.5,0.5907692307692308
91,DIGITAL,SubCanal 1,Grupo B,PARCERIAS,103359202,70,70,0,0,49,0,0,49,21,0,0,21,0.3,,,0.3
93,DIGITAL,SubCanal 1,Grupo B,BASE,103451318,365,365,0,0,255,0,0,255,110,0,0,110,0.3013698630136986,,,0.3013698630136986
94,DIGITAL,SubCanal 1,Grupo B,LARGE B,103605727,24,14,10,0,10,4,0,14,4,6,0,10,0.2857142857142857,0.6,,0.4166666666666667
95,DIGITAL,SubCanal 1,Grupo B,BASE,103624488,745,745,0,0,522,0,0,522,223,0,0,223,0.2993288590604027,,,0.2993288590604027
96,DIGITAL,SubCanal 1,Grupo D,INSIDE,103757346,30,30,0,0,21,0,0,21,9,0,0,9,0.3,,,0.3
97,DIGITAL,SubCanal 1,Grupo B,BASE,104094776,68,68,0,0,48,0,0,48,20,0,0,20,0.29411764705882354,,,0.29411764705882354
98,DIGITAL,SubCanal 1,Grupo D,INSIDE,104147797,633,633,0,0,443,0,0,443,190,0,0,190,0.3001579778830964,,,0.3001579778830964
99,DIGITAL,SubCanal 1,Grupo B,BASE,104152624,1,1,0,0,1,0,0,1,0,0,0,0,0.0,,,0.0
100,DIGITAL,SubCanal 1,Grupo B,BASE,104159426,55,55,0,0,39,0,0,39,16,0,0,16,0.2909090909090909,,,0.2909090909090909
101,DIGITAL,SubCanal 1,Grupo B,INSIDE B,104379558,752,748,0,4,524,0,2,526,224,0,2,226,0.2994652406417112,,0.5,0.300531914893617
102,DIGITAL,SubCanal 1,Grupo B,PARCERIAS,104404761,279,279,0,0,195,0,0,195,84,0,0,84,0.3010752688172043,,,0.3010752688172043
103,DIGITAL,SubCanal 1,Grupo B,BASE,104490906,193,193,0,0,135,0,0,135,58,0,0,58,0.3005181347150259,,,0.3005181347150259
104,DIGITAL,SubCanal 1,Grupo B,LARGE B,104605302,283,122,161,0,85,56,0,141,37,105,0,142,0.30327868852459017,0.6521739130434783,,0.5017667844522968
105,DIGITAL,SubCanal 1,Grupo B,LARGE B,104791548,46,22,24,0,16,8,0,24,6,16,0,22,0.2727272727272727,0.6666666666666666,,0.4782608695652174
106,DIGITAL,SubCanal 1,Grupo B,BASE,104793035,899,114,785,0,80,275,0,355,34,510,0,544,0.2982456140350877,0.6496815286624203,,0.6051167964404894
107,DIGITAL,SubCanal 1,Grupo B,BASE,105128177,12,12,0,0,8,0,0,8,4,0,0,4,0.3333333333333333,,,0.3333333333333333
109,DIGITAL,SubCanal 1,Grupo B,PARCERIAS,105305314,5,5,0,0,4,0,0,4,1,0,0,1,0.2,,,0.2
110,DIGITAL,SubCanal 1,Grupo B,INSIDE A,105491850,46,0,0,46,0,0,23,23,0,0,23,23,,,0.5,0.5
112,DIGITAL,SubCanal 1,Grupo B,BASE,105651070,266,266,0,0,186,0,0,186,80,0,0,80,0.3007518796992481,,,0.3007518796992481
113,DIGITAL,SubCanal 1,Grupo B,BASE,105814610,49,49,0,0,34,0,0,34,15,0,0,15,0.30612244897959184,,,0.30612244897959184
114,DIGITAL,SubCanal 1,Grupo B,BASE,105826587,43,4,39,0,2,14,0,16,2,25,0,27,0.5,0.6410256410256411,,0.627906976744186
115,DIGITAL,SubCanal 1,Grupo B,LARGE B,105831273,80,48,32,0,34,11,0,45,14,21,0,35,0.2916666666666667,0.65625,,0.4375
116,DIGITAL,SubCanal 1,Grupo B,BASE,105883774,32,0,0,32,0,0,16,16,0,0,16,16,,,0.5,0.5
117,DIGITAL,SubCanal 1,Grupo B,LARGE B,105896076,29,15,14,0,11,5,0,16,4,9,0,13,0.26666666666666666,0.6428571428571429,,0.4482758620689655
118,DIGITAL,SubCanal 1,Grupo B,LARGE B,105949849,5,1,4,0,1,1,0,2,0,3,0,3,0.0,0.75,,0.6
119,DIGITAL,SubCanal 1,Grupo B,LARGE B,105991712,14,10,4,0,7,2,0,9,3,2,0,5,0.3,0.5,,0.35714285714285715
120,DIGITAL,SubCanal 1,Grupo B,BASE,106023059,324,205,119,0,144,42,0,186,61,77,0,138,0.2975609756097561,0.6470588235294118,,0.42592592592592593
121,DIGITAL,SubCanal 1,Grupo B,LARGE B,106071702,4,0,4,0,0,1,0,1,0,3,0,3,,0.75,,0.75
122,DIGITAL,SubCanal 1,Grupo B,PARCERIAS,106098580,177,177,0,0,124,0,0,124,53,0,0,53,0.2994350282485876,,,0.2994350282485876
123,DIGITAL,SubCanal 1,Grupo B,LARGE B,106163557,115,52,63,0,36,22,0,58,16,41,0,57,0.3076923076923077,0.6507936507936508,,0.4956521739130435
125,DIGITAL,SubCanal 1,Grupo B,BASE,106331825,12,2,10,0,1,4,0,5,1,6,0,7,0.5,0.6,,0.5833333333333334
126,DIGITAL,SubCanal 1,Grupo B,PARCERIAS,106358725,164,164,0,0,115,0,0,115,49,0,0,49,0.29878048780487804,,,0.29878048780487804
127,DIGITAL,SubCanal 1,Grupo B,LARGE B,106370522,16,8,8,0,6,3,0,9,2,5,0,7,0.25,0.625,,0.4375
128,DIGITAL,SubCanal 1,Grupo B,LARGE B,106444928,60,33,27,0,23,10,0,33,10,17,0,27,0.30303030303030304,0.6296296296296297,,0.45
129,DIGITAL,SubCanal 1,Grupo B,BASE,106630460,10,10,0,0,7,0,0,7,3,0,0,3,0.3,,,0.3
130,DIGITAL,SubCanal 1,Grupo B,PARCERIAS,106651055,76,76,0,0,53,0,0,53,23,0,0,23,0.3026315789473684,,,0.3026315789473684
131,DIGITAL,SubCanal 1,Grupo B,FIELD B,106891841,111,111,0,0,78,0,0,78,33,0,0,33,0.2972972972972973,,,0.2972972972972973
133,DIGITAL,SubCanal 1,Grupo B,LARGE B,107028118,38,17,21,0,12,7,0,19,5,14,0,19,0.29411764705882354,0.6666666666666666,,0.5
134,DIGITAL,SubCanal 1,Grupo B,PARCERIAS,107034850,111,111,0,0,78,0,0,78,33,0,0,33,0.2972972972972973,,,0.2972972972972973
135,DIGITAL,SubCanal 1,Grupo B,BASE,107040389,50,50,0,0,35,0,0,35,15,0,0,15,0.3,,,0.3
136,DIGITAL,SubCanal 1,Grupo B,BASE,107138648,270,270,0,0,189,0,0,189,81,0,0,81,0.3,,,0.3
137,DIGITAL,SubCanal 1,Grupo B,INSIDE B,107265180,253,253,0,0,177,0,0,177,76,0,0,76,0.30039525691699603,,,0.30039525691699603
138,DIGITAL,SubCanal 1,Grupo B,LARGE B,107452918,52,13,39,0,9,14,0,23,4,25,0,29,0.3076923076923077,0.6410256410256411,,0.5576923076923077
139,DIGITAL,SubCanal 1,Grupo C,LIDER HUNTER,107716632,0,0,0,0,0,0,0,0,0,0,0,0,,,,
140,DIGITAL,SubCanal 1,Grupo B,LARGE B,107754274,38,17,21,0,12,7,0,19,5,14,0,19,0.29411764705882354,0.6666666666666666,,0.5
141,DIGITAL,SubCanal 1,Grupo B,PARCERIAS,107908029,5,5,0,0,3,0,0,3,2,0,0,2,0.4,,,0.4
142,DIGITAL,SubCanal 1,Grupo B,BASE,107926248,4,4,0,0,3,0,0,3,1,0,0,1,0.25,,,0.25
143,DIGITAL,SubCanal 1,Grupo B,BASE,107970423,26,0,0,26,0,0,13,13,0,0,13,13,,,0.5,0.5
144,DIGITAL,SubCanal 1,Grupo B,BASE,108064998,15,15,0,0,10,0,0,10,5,0,0,5,0.3333333333333333,,,0.3333333333333333
145,DIGITAL,SubCanal 1,Grupo B,LARGE B,108083440,3,3,0,0,2,0,0,2,1,0,0,1,0.3333333333333333,,,0.3333333333333333
146,DIGITAL,SubCanal 1,Grupo B,BASE,108198285,959,145,814,0,101,285,0,386,44,529,0,573,0.30344827586206896,0.6498771498771498,,0.5974973931178311
147,DIGITAL,SubCanal 1,Grupo B,LIDER FARMER,108238767,0,0,0,0,0,0,0,0,0,0,0,0,,,,
148,DIGITAL,SubCanal 1,Grupo B,INSIDE B,108265520,2,2,0,0,1,0,0,1,1,0,0,1,0.5,,,0.5
149,DIGITAL,SubCanal 1,Grupo B,BASE,108293727,234,170,0,64,119,0,32,151,51,0,32,83,0.3,,0.5,0.3547008547008547
150,DIGITAL,SubCanal 1,Grupo B,LARGE B,108351853,60,26,34,0,18,12,0,30,8,22,0,30,0.3076923076923077,0.6470588235294118,,0.5
151,DIGITAL,SubCanal 1,Grupo B,FIELD C,108357957,0,0,0,0,0,0,0,0,0,0,0,0,,,,
152,DIGITAL,SubCanal 1,Grupo C,PEDRO,108462185,125,125,0,0,87,0,0,87,38,0,0,38,0.304,,,0.304
154,DIGITAL,SubCanal 1,Grupo B,BASE,108613881,182,89,93,0,62,33,0,95,27,60,0,87,0.30337078651685395,0.6451612903225806,,0.47802197802197804
155,DIGITAL,SubCanal 1,Grupo B,BASE,108717118,18,18,0,0,12,0,0,12,6,0,0,6,0.3333333333333333,,,0.3333333333333333
156,DIGITAL,SubCanal 1,Grupo B,BASE,108737503,21,21,0,0,15,0,0,15,6,0,0,6,0.2857142857142857,,,0.2857142857142857
157,DIGITAL,SubCanal 1,Grupo B,BASE,108890449,124,124,0,0,87,0,0,87,37,0,0,37,0.29838709677419356,,,0.29838709677419356
159,DIGITAL,SubCanal 1,Grupo B,FIELD A,108918547,823,0,0,823,0,0,412,412,0,0,411,411,,,0.4993924665856622,0.4993924665856622
160,DIGITAL,SubCanal 1,Grupo B,LARGE B,109042374,2,0,2,0,0,1,0,1,0,1,0,1,,0.5,,0.5
161,DIGITAL,SubCanal 1,Grupo B,BASE,109072591,126,126,0,0,88,0,0,88,38,0,0,38,0.30158730158730157,,,0.30158730158730157
162,DIGITAL,SubCanal 1,Grupo B,BASE,109170958,18,18,0,0,13,0,0,13,5,0,0,5,0.2777777777777778,,,0.2777777777777778
163,DIGITAL,SubCanal 1,Grupo B,PARCERIAS,109279092,141,141,0,0,99,0,0,99,42,0,0,42,0.2978723404255319,,,0.2978723404255319
164,DIGITAL,SubCanal 1,Grupo B,LARGE B,109286142,90,52,38,0,37,13,0,50,15,25,0,40,0.28846153846153844,0.6578947368421053,,0.4444444444444444
165,DIGITAL,SubCanal 1,Grupo B,BASE,109323225,159,159,0,0,111,0,0,111,48,0,0,48,0.3018867924528302,,,0.3018867924528302
166,DIGITAL,SubCanal 1,Grupo B,LARGE B,109376792,7,5,2,0,3,1,0,4,2,1,0,3,0.4,0.5,,0.42857142857142855
167,DIGITAL,SubCanal 1,Grupo B,PARCERIAS,109378656,4,4,0,0,3,0,0,3,1,0,0,1,0.25,,,0.25
168,DIGITAL,SubCanal 1,Grupo B,BASE,109510379,17,11,0,6,7,0,3,10,4,0,3,7,0.36363636363636365,,0.5,0.4117647058823529
169,DIGITAL,SubCanal 1,Grupo D,INSIDE,109698338,1,1,0,0,0,0,0,0,1,0,0,1,1.0,,,1.0
170,DIGITAL,SubCanal 1,Grupo B,BASE,109740230,285,285,0,0,199,0,0,199,86,0,0,86,0.3017543859649123,,,0.3017543859649123
171,DIGITAL,SubCanal 1,Grupo B,LARGE B,109743320,84,30,54,0,21,19,0,40,9,35,0,44,0.3,0.6481481481481481,,0.5238095238095238
172,DIGITAL,SubCanal 1,Grupo B,BASE,109785486,51,30,0,21,21,0,11,32,9,0,10,19,0.3,,0.47619047619047616,0.37254901960784315
173,DIGITAL,SubCanal 1,Grupo B,LARGE B,109794630,1,0,1,0,0,0,0,0,0,1,0,1,,1.0,,1.0
176,DIGITAL,SubCanal 1,Grupo B,LARGE B,109939571,11,8,3,0,6,1,0,7,2,2,0,4,0.25,0.6666666666666666,,0.36363636363636365
177,DIGITAL,SubCanal 1,Grupo B,BASE,10E31AE1-D8BE-4384-9701-4D8D266DA768,309,0,0,309,0,0,154,154,0,0,155,155,,,0.5016181229773463,0.5016181229773463
178,DIGITAL,SubCanal 1,Grupo B,BASE,10E59613-E6D7-44DC-91A4-5BA385A0988F,206,0,0,206,0,0,103,103,0,0,103,103,,,0.5,0.5
179,DIGITAL,SubCanal 1,Grupo B,LARGE B,110143016,45,25,20,0,18,7,0,25,7,13,0,20,0.28,0.65,,0.4444444444444444
181,DIGITAL,SubCanal 1,Grupo B,BASE,110354790,324,120,204,0,84,71,0,155,36,133,0,169,0.3,0.6519607843137255,,0.5216049382716049
182,DIGITAL,SubCanal 1,Grupo B,LARGE B,110561424,2,2,0,0,2,0,0,2,0,0,0,0,0.0,,,0.0
184,DIGITAL,SubCanal 1,Grupo B,LARGE B,110668080,60,30,30,0,21,11,0,32,9,19,0,28,0.3,0.6333333333333333,,0.4666666666666667
185,DIGITAL,SubCanal 1,Grupo B,BASE,110748002,0,0,0,0,0,0,0,0,0,0,0,0,,,,
188,DIGITAL,SubCanal 1,Grupo B,BASE,110929768,14,14,0,0,10,0,0,10,4,0,0,4,0.2857142857142857,,,0.2857142857142857
189,DIGITAL,SubCanal 1,Grupo B,LARGE B,110991159,6,4,2,0,3,1,0,4,1,1,0,2,0.25,0.5,,0.3333333333333333
190,DIGITAL,SubCanal 1,Grupo B,PARCERIAS,111000573,6,6,0,0,4,0,0,4,2,0,0,2,0.3333333333333333,,,0.3333333333333333
191,DIGITAL,SubCanal 1,Grupo B,LARGE B,111063231,10,7,3,0,5,1,0,6,2,2,0,4,0.2857142857142857,0.6666666666666666,,0.4
192,DIGITAL,SubCanal 1,Grupo B,LARGE B,111090895,28,14,14,0,10,5,0,15,4,9,0,13,0.2857142857142857,0.6428571428571429,,0.4642857142857143
193,DIGITAL,SubCanal 1,Grupo B,BASE,111106105,253,253,0,0,177,0,0,177,76,0,0,76,0.30039525691699603,,,0.30039525691699603
195,DIGITAL,SubCanal 1,Grupo B,BASE,111127E4-2EB0-4800-B239-E2317999BD53,206,0,0,206,0,0,103,103,0,0,103,103,,,0.5,0.5
196,DIGITAL,SubCanal 1,Grupo B,BASE,111130666,14,14,0,0,10,0,0,10,4,0,0,4,0.2857142857142857,,,0.2857142857142857
197,DIGITAL,SubCanal 1,Grupo B,PARCERIAS,111194485,168,168,0,0,118,0,0,118,50,0,0,50,0.2976190476190476,,,0.2976190476190476
198,DIGITAL,SubCanal 1,Grupo B,LIDER FARMER,111218805,1,1,0,0,1,0,0,1,0,0,0,0,0.0,,,0.0
199,DIGITAL,SubCanal 1,Grupo B,BASE,111224569,421,159,262,0,111,92,0,203,48,170,0,218,0.3018867924528302,0.648854961832061,,0.517814726840855
