,Canal,SubCanal,Grupo 1 ,Grupo 2,Afiliação,VL Receita Total,Receita Net MDR,Receita de antecipação de recebiveis,Outras Receitas,Custo de Net MDR,Custo de antecipação de recebiveis,Custo de Outras Receitas,custo_total,lucro Net MDR,lucro antecipação de recebiveis,lucro outras receitas,lucro total,margem Net MDR,margem antecipação de recebiveis,margem Outras Receitas,margem total
5789,DIGITAL,SubCanal 2,Grupo B,INSIDE A,5afc2fdfba0e4cb90f779ded,1056,155,761,140,108,266,70,444,47,495,70,612,0.3032258064516129,0.6504599211563732,0.5,0.5795454545454546
5790,DIGITAL,SubCanal 2,Grupo B,BASE,5afc51455c6adbcc59a381db,4,0,0,4,0,0,2,2,0,0,2,2,,,0.5,0.5
5791,DIGITAL,SubCanal 2,Grupo B,INSIDE B,5afc79bb2ec5b5a065309d4f,683,416,24,243,291,8,122,421,125,16,121,262,0.3004807692307692,0.6666666666666666,0.49794238683127573,0.383601756954612
5792,DIGITAL,SubCanal 2,Grupo B,BASE,5afd65fcc7795bc82375f309,221,139,0,82,97,0,41,138,42,0,41,83,0.302158273381295,,0.5,0.3755656108597285
5793,DIGITAL,SubCanal 2,Grupo B,INSIDE B,5afd9484c7795bc82375f33e,500,423,0,77,296,0,39,335,127,0,38,165,0.30023640661938533,,0.4935064935064935,0.33
5794,DIGITAL,SubCanal 2,Grupo B,BASE,5afd9c4bc7795bc82375f347,289,31,149,109,21,52,55,128,10,97,54,161,0.3225806451612903,0.6510067114093959,0.4954128440366973,0.5570934256055363
5795,DIGITAL,SubCanal 2,Grupo B,BASE,5afdbe2ec7795bc82375f632,9,5,0,4,3,0,2,5,2,0,2,4,0.4,,0.5,0.4444444444444444
5796,DIGITAL,SubCanal 2,Grupo B,BASE,5afdf272691d739c202116e7,168,74,0,94,52,0,47,99,22,0,47,69,0.2972972972972973,,0.5,0.4107142857142857
5797,DIGITAL,SubCanal 2,Grupo B,BASE,5afed25d6e498d3c75eef425,20,2,0,18,1,0,9,10,1,0,9,10,0.5,,0.5,0.5
5798,DIGITAL,SubCanal 2,Grupo B,BASE,5afef9bc691d739c20211834,100,76,0,24,53,0,12,65,23,0,12,35,0.3026315789473684,,0.5,0.35
5800,DIGITAL,SubCanal 2,Grupo B,BASE,5aff32872ec5b5a06530a3cd,18,2,0,16,1,0,8,9,1,0,8,9,0.5,,0.5,0.5
5801,DIGITAL,SubCanal 2,Grupo B,INSIDE A,5aff32d9691d739c20211874,123,95,0,28,67,0,14,81,28,0,14,42,0.29473684210526313,,0.5,0.34146341463414637
5802,DIGITAL,SubCanal 2,Grupo C,LIDER HUNTER,5b00d1ef2048152b288af82f,17,2,0,15,1,0,7,8,1,0,8,9,0.5,,0.5333333333333333,0.5294117647058824
5803,DIGITAL,SubCanal 2,Grupo B,BASE,5b02c5a4b8de2d45763190fd,50,22,0,28,16,0,14,30,6,0,14,20,0.2727272727272727,,0.5,0.4
5804,DIGITAL,SubCanal 2,Grupo B,BASE,5b02fe88951168b723c64d65,3,2,0,1,1,0,1,2,1,0,0,1,0.5,,0.0,0.3333333333333333
5805,DIGITAL,SubCanal 2,Grupo B,BASE,5b032f9f2a0782c9234a9ca1,160,8,57,95,5,20,47,72,3,37,48,88,0.375,0.6491228070175439,0.5052631578947369,0.55
5807,DIGITAL,SubCanal 2,Grupo B,INSIDE A,5b041d3b01ed228a6d8e7661,724,569,0,155,398,0,77,475,171,0,78,249,0.30052724077328646,,0.5032258064516129,0.34392265193370164
5808,DIGITAL,SubCanal 2,Grupo B,BASE,5b04228b951168b723c64e00,28,12,0,16,8,0,8,16,4,0,8,12,0.3333333333333333,,0.5,0.42857142857142855
5810,DIGITAL,SubCanal 2,Grupo B,BASE,5b05adadfa4d7c7b4282acfb,15,0,0,15,0,0,7,7,0,0,8,8,,,0.5333333333333333,0.5333333333333333
5811,DIGITAL,SubCanal 2,Grupo B,BASE,5b05df4e84cdc336776b245e,62,55,0,7,39,0,3,42,16,0,4,20,0.2909090909090909,,0.5714285714285714,0.3225806451612903
5812,DIGITAL,SubCanal 2,Grupo B,BASE,5b061e6184cdc336776b247e,13,7,0,6,5,0,3,8,2,0,3,5,0.2857142857142857,,0.5,0.38461538461538464
5814,DIGITAL,SubCanal 2,Grupo B,BASE,5b06e5d584cdc336776b2eb3,182,58,0,124,41,0,62,103,17,0,62,79,0.29310344827586204,,0.5,0.4340659340659341
5815,DIGITAL,SubCanal 2,Grupo B,BASE,5b06f8e5378ce8310a4aea7e,17,9,0,8,6,0,4,10,3,0,4,7,0.3333333333333333,,0.5,0.4117647058823529
5816,DIGITAL,SubCanal 2,Grupo B,BASE,5b06fa1584cdc336776b2ee0,12,7,0,5,5,0,2,7,2,0,3,5,0.2857142857142857,,0.6,0.4166666666666667
5819,DIGITAL,SubCanal 2,Grupo B,INSIDE A,5b081cdc80f1c767548e31a1,102,88,0,14,61,0,7,68,27,0,7,34,0.3068181818181818,,0.5,0.3333333333333333
5820,DIGITAL,SubCanal 2,Grupo B,BASE,5b0839ba80f1c767548e8654,23,9,0,14,6,0,7,13,3,0,7,10,0.3333333333333333,,0.5,0.43478260869565216
5821,DIGITAL,SubCanal 2,Grupo C,LIDER HUNTER,5b083f955bdc7fe84ebe8d68,71,58,0,13,41,0,7,48,17,0,6,23,0.29310344827586204,,0.46153846153846156,0.323943661971831
5823,DIGITAL,SubCanal 2,Grupo B,BASE,5b0afd6d9e21c68877eaeadf,10,2,0,8,1,0,4,5,1,0,4,5,0.5,,0.5,0.5
5824,DIGITAL,SubCanal 2,Grupo C,LIDER HUNTER,5b0c42460f9012bd1161c908,1,0,0,1,0,0,0,0,0,0,1,1,,,1.0,1.0
5827,DIGITAL,SubCanal 2,Grupo B,INSIDE B,5b0c660eea157c6d47f914f7,112,74,0,38,52,0,19,71,22,0,19,41,0.2972972972972973,,0.5,0.36607142857142855
5828,DIGITAL,SubCanal 2,Grupo B,BASE,5b0d4e9cea157c6d47f91539,56,22,0,34,16,0,17,33,6,0,17,23,0.2727272727272727,,0.5,0.4107142857142857
5829,DIGITAL,SubCanal 2,Grupo B,BASE,5b0d5b910f9012bd1161c998,93,67,0,26,47,0,13,60,20,0,13,33,0.29850746268656714,,0.5,0.3548387096774194
5830,DIGITAL,SubCanal 2,Grupo B,BASE,5b0d6241ea157c6d47f91547,3,1,0,2,0,0,1,1,1,0,1,2,1.0,,0.5,0.6666666666666666
5831,DIGITAL,SubCanal 2,Grupo B,BASE,5b0d7aafea157c6d47f9155a,778,507,0,271,355,0,136,491,152,0,135,287,0.29980276134122286,,0.4981549815498155,0.36889460154241643
5833,DIGITAL,SubCanal 2,Grupo B,BASE,5b0db212e1d6c87d4771e379,38,28,0,10,20,0,5,25,8,0,5,13,0.2857142857142857,,0.5,0.34210526315789475
5834,DIGITAL,SubCanal 2,Grupo B,BASE,5b0db2b80f9012bd1161c9f5,25,17,0,8,12,0,4,16,5,0,4,9,0.29411764705882354,,0.5,0.36
5835,DIGITAL,SubCanal 2,Grupo B,BASE,5b0ea7590f9012bd1161ca6f,45,26,0,19,18,0,10,28,8,0,9,17,0.3076923076923077,,0.47368421052631576,0.37777777777777777
5836,DIGITAL,SubCanal 2,Grupo B,LARGE A,5b0eabcce1d6c87d4771e414,219,10,208,1,7,73,0,80,3,135,1,139,0.3,0.6490384615384616,1.0,0.634703196347032
5839,DIGITAL,SubCanal 2,Grupo B,BASE,5b103472243830f67a4d845d,3,1,0,2,1,0,1,2,0,0,1,1,0.0,,0.5,0.3333333333333333
5841,DIGITAL,SubCanal 2,Grupo B,INSIDE B,5b119dc3dea0016a6254e945,807,661,0,146,463,0,73,536,198,0,73,271,0.29954614220877457,,0.5,0.3358116480793061
5842,DIGITAL,SubCanal 2,Grupo B,INSIDE A,5b11ae815cb162ef45fc0a23,7,0,0,7,0,0,4,4,0,0,3,3,,,0.42857142857142855,0.42857142857142855
5843,DIGITAL,SubCanal 2,Grupo B,BASE,5b11cb05dea0016a6254ea18,4,0,0,4,0,0,2,2,0,0,2,2,,,0.5,0.5
5844,DIGITAL,SubCanal 2,Grupo B,BASE,5b154b1a5cb162ef45fc0bda,699,599,0,100,419,0,50,469,180,0,50,230,0.3005008347245409,,0.5,0.3290414878397711
5846,DIGITAL,SubCanal 2,Grupo B,BASE,5b154edf7e91d816207fcf98,25,9,0,16,6,0,8,14,3,0,8,11,0.3333333333333333,,0.5,0.44
5847,DIGITAL,SubCanal 2,Grupo B,BASE,5b1550f2ada344166b35de48,122,62,0,60,44,0,30,74,18,0,30,48,0.2903225806451613,,0.5,0.39344262295081966
5848,DIGITAL,SubCanal 2,Grupo B,BASE,5b1581794a38aeec6a8a5d93,112,87,0,25,61,0,13,74,26,0,12,38,0.2988505747126437,,0.48,0.3392857142857143
5849,DIGITAL,SubCanal 2,Grupo B,BASE,5b15853318a10f8035af80de,21,5,0,16,3,0,8,11,2,0,8,10,0.4,,0.5,0.47619047619047616
5850,DIGITAL,SubCanal 2,Grupo B,BASE,5b1586bfa99a55f26a0f3464,44,18,0,26,13,0,13,26,5,0,13,18,0.2777777777777778,,0.5,0.4090909090909091
5851,DIGITAL,SubCanal 2,Grupo B,BASE,5b1669a618a10f8035af8153,38,0,0,38,0,0,19,19,0,0,19,19,,,0.5,0.5
5852,DIGITAL,SubCanal 2,Grupo D,LIDER INBOUND,5b1684d3a99a55f26a0f34b5,16,3,0,13,2,0,6,8,1,0,7,8,0.3333333333333333,,0.5384615384615384,0.5
5853,DIGITAL,SubCanal 2,Grupo B,BASE,5b16d37e4a38aeec6a8a60de,706,114,502,90,80,176,45,301,34,326,45,405,0.2982456140350877,0.649402390438247,0.5,0.5736543909348442
5854,DIGITAL,SubCanal 2,Grupo B,BASE,5b17e11a18a10f8035af8862,11,0,0,11,0,0,5,5,0,0,6,6,,,0.5454545454545454,0.5454545454545454
5855,DIGITAL,SubCanal 2,Grupo B,BASE,5b1814409a13857f35581e5e,51,8,41,2,5,14,1,20,3,27,1,31,0.375,0.6585365853658537,0.5,0.6078431372549019
5857,DIGITAL,SubCanal 2,Grupo B,BASE,5b192aa0a99a55f26a0f3cc8,14,3,0,11,2,0,6,8,1,0,5,6,0.3333333333333333,,0.45454545454545453,0.42857142857142855
5858,DIGITAL,SubCanal 2,Grupo B,BASE,5b196d1d665c52e560ce7d33,86,13,0,73,9,0,37,46,4,0,36,40,0.3076923076923077,,0.4931506849315068,0.46511627906976744
5859,DIGITAL,SubCanal 2,Grupo B,BASE,5b197424a99a55f26a0f3d20,11,0,0,11,0,0,5,5,0,0,6,6,,,0.5454545454545454,0.5454545454545454
5860,DIGITAL,SubCanal 2,Grupo B,BASE,5b1989674a38aeec6a8a64c8,7,0,0,7,0,0,3,3,0,0,4,4,,,0.5714285714285714,0.5714285714285714
5861,DIGITAL,SubCanal 2,Grupo B,INSIDE B,5b19d51b665c52e560ce7dde,412,318,0,94,223,0,47,270,95,0,47,142,0.29874213836477986,,0.5,0.3446601941747573
5862,DIGITAL,SubCanal 2,Grupo B,BASE,5b19d8e74a38aeec6a8a650d,128,34,17,77,24,6,39,69,10,11,38,59,0.29411764705882354,0.6470588235294118,0.4935064935064935,0.4609375
5864,DIGITAL,SubCanal 2,Grupo B,BASE,5b1abb23ec5a84c5607a0973,60,0,37,23,0,13,12,25,0,24,11,35,,0.6486486486486487,0.4782608695652174,0.5833333333333334
5865,DIGITAL,SubCanal 2,Grupo B,BASE,5b1abc70665c52e560ce7e28,227,207,0,20,145,0,10,155,62,0,10,72,0.2995169082125604,,0.5,0.31718061674008813
5866,DIGITAL,SubCanal 2,Grupo B,BASE,5b1acb6f665c52e560ce7edf,286,5,0,281,3,0,141,144,2,0,140,142,0.4,,0.498220640569395,0.4965034965034965
5867,DIGITAL,SubCanal 2,Grupo B,BASE,5b1ae746665c52e560ce7ef0,53,13,7,33,9,3,17,29,4,4,16,24,0.3076923076923077,0.5714285714285714,0.48484848484848486,0.4528301886792453
5868,DIGITAL,SubCanal 2,Grupo B,INSIDE A,5b1aede35278108f28a51db4,526,267,0,259,187,0,129,316,80,0,130,210,0.299625468164794,,0.5019305019305019,0.39923954372623577
5869,DIGITAL,SubCanal 2,Grupo B,BASE,5b1c93ae5278108f28a51ed8,212,43,0,169,30,0,84,114,13,0,85,98,0.3023255813953488,,0.5029585798816568,0.46226415094339623
5870,DIGITAL,SubCanal 2,Grupo B,BASE,5b1e7c2119eb91ef413675aa,188,41,0,147,29,0,74,103,12,0,73,85,0.2926829268292683,,0.4965986394557823,0.4521276595744681
5871,DIGITAL,SubCanal 2,Grupo B,INSIDE A,5b1e8c6519eb91ef413675bb,696,489,0,207,342,0,104,446,147,0,103,250,0.3006134969325153,,0.4975845410628019,0.35919540229885055
5872,DIGITAL,SubCanal 2,Grupo B,INSIDE B,5b1e8e360853832d35c6eaca,18,0,0,18,0,0,9,9,0,0,9,9,,,0.5,0.5
5873,DIGITAL,SubCanal 2,Grupo B,INSIDE B,5b1eaec2f722e62e0b52ebf8,337,187,0,150,131,0,75,206,56,0,75,131,0.2994652406417112,,0.5,0.3887240356083086
5874,DIGITAL,SubCanal 2,Grupo B,BASE,5b1eb6330853832d35c6eb24,39,28,0,11,20,0,5,25,8,0,6,14,0.2857142857142857,,0.5454545454545454,0.358974358974359
5876,DIGITAL,SubCanal 2,Grupo B,INSIDE A,5b1fd4b3f722e62e0b52edb2,390,197,0,193,138,0,97,235,59,0,96,155,0.29949238578680204,,0.49740932642487046,0.3974358974358974
5877,DIGITAL,SubCanal 2,Grupo B,INSIDE B,5b2016fdd9fa534b7140d7eb,964,382,0,582,267,0,291,558,115,0,291,406,0.3010471204188482,,0.5,0.4211618257261411
5879,DIGITAL,SubCanal 2,Grupo B,BASE,5b20fa1dcc29dba054552937,305,190,0,115,133,0,58,191,57,0,57,114,0.3,,0.4956521739130435,0.3737704918032787
5881,DIGITAL,SubCanal 2,Grupo B,BASE,5b211e7fdf460e011ef2ff9f,286,68,0,218,48,0,109,157,20,0,109,129,0.29411764705882354,,0.5,0.45104895104895104
5882,DIGITAL,SubCanal 2,Grupo B,BASE,5b214c21fac33695546be939,78,53,0,25,37,0,13,50,16,0,12,28,0.3018867924528302,,0.48,0.358974358974359
5885,DIGITAL,SubCanal 2,Grupo B,BASE,5b2281d2e34828ec2e263162,656,0,0,656,0,0,328,328,0,0,328,328,,,0.5,0.5
5887,DIGITAL,SubCanal 2,Grupo B,BASE,5b22a48ccf86d1066d683941,5,1,0,4,1,0,2,3,0,0,2,2,0.0,,0.5,0.4
5890,DIGITAL,SubCanal 2,Grupo C,LIDER HUNTER,5b2323f6cf897dc763c4f24f,1,0,1,0,0,0,0,0,0,1,0,1,,1.0,,1.0
5892,DIGITAL,SubCanal 2,Grupo B,BASE,5b2529a9cb51b3d5361e632e,16,15,0,1,11,0,0,11,4,0,1,5,0.26666666666666666,,1.0,0.3125
5893,DIGITAL,SubCanal 2,Grupo B,BASE,5b256f20cb51b3d5361e634c,64,26,0,38,18,0,19,37,8,0,19,27,0.3076923076923077,,0.5,0.421875
5894,DIGITAL,SubCanal 2,Grupo B,BASE,5b25baee7ad3c3266dd1765c,6,2,0,4,1,0,2,3,1,0,2,3,0.5,,0.5,0.5
5895,DIGITAL,SubCanal 2,Grupo B,BASE,5b27b8737567acee25505331,195,37,114,44,26,40,22,88,11,74,22,107,0.2972972972972973,0.6491228070175439,0.5,0.5487179487179488
5897,DIGITAL,SubCanal 2,Grupo B,BASE,5b28086844efca206de913ee,7,0,0,7,0,0,4,4,0,0,3,3,,,0.42857142857142855,0.42857142857142855
5898,DIGITAL,SubCanal 2,Grupo B,BASE,5b2809dcd163c8e324c071f6,59,12,0,47,9,0,24,33,3,0,23,26,0.25,,0.48936170212765956,0.4406779661016949
5900,DIGITAL,SubCanal 2,Grupo B,BASE,5b280c2721ebaded25e88a77,698,115,559,24,81,196,12,289,34,363,12,409,0.2956521739130435,0.6493738819320215,0.5,0.5859598853868195
5901,DIGITAL,SubCanal 2,Grupo B,BASE,5b2900c826b957807b80d1d1,8,3,0,5,2,0,2,4,1,0,3,4,0.3333333333333333,,0.6,0.5
5902,DIGITAL,SubCanal 2,Grupo B,BASE,5b2906df66ac75f13050ca92,18,12,0,6,8,0,3,11,4,0,3,7,0.3333333333333333,,0.5,0.3888888888888889
5904,DIGITAL,SubCanal 2,Grupo B,INSIDE B,5b2924ca429809df30c67f88,294,278,0,16,195,0,8,203,83,0,8,91,0.29856115107913667,,0.5,0.30952380952380953
5906,DIGITAL,SubCanal 2,Grupo B,INSIDE A,5b292530b3791c8368ed791e,7,0,0,7,0,0,4,4,0,0,3,3,,,0.42857142857142855,0.42857142857142855
5908,DIGITAL,SubCanal 2,Grupo B,BASE,5b293f0a66ac75f13050cae5,902,49,839,14,34,294,7,335,15,545,7,567,0.30612244897959184,0.6495828367103695,0.5,0.6286031042128604
5910,DIGITAL,SubCanal 2,Grupo B,INSIDE A,5b2a627bb3791c8368ed7a3d,92,3,66,23,2,23,12,37,1,43,11,55,0.3333333333333333,0.6515151515151515,0.4782608695652174,0.5978260869565217
5911,DIGITAL,SubCanal 2,Grupo B,BASE,5b2a86b1cf46b071680b057b,556,485,0,71,339,0,35,374,146,0,36,182,0.30103092783505153,,0.5070422535211268,0.3273381294964029
5913,DIGITAL,SubCanal 2,Grupo B,BASE,5b2ba246b3791c8368ed7b58,7,3,0,4,2,0,2,4,1,0,2,3,0.3333333333333333,,0.5,0.42857142857142855
5915,DIGITAL,SubCanal 2,Grupo B,BASE,5b2be7665559fd370db67efa,27,9,0,18,6,0,9,15,3,0,9,12,0.3333333333333333,,0.5,0.4444444444444444
5916,DIGITAL,SubCanal 2,Grupo B,BASE,5b2c00a933b1de4a22914dfa,45,33,0,12,23,0,6,29,10,0,6,16,0.30303030303030304,,0.5,0.35555555555555557
5917,DIGITAL,SubCanal 2,Grupo B,BASE,5b2d44395559fd370db681c8,3,2,0,1,2,0,0,2,0,0,1,1,0.0,,1.0,0.3333333333333333
5918,DIGITAL,SubCanal 2,Grupo B,BASE,5b2d61ee4e9af66d5ba3908f,41,0,0,41,0,0,20,20,0,0,21,21,,,0.5121951219512195,0.5121951219512195
5919,DIGITAL,SubCanal 2,Grupo C,LIDER HUNTER,5b2ed25a94c56ebf693324e5,39,30,9,0,21,3,0,24,9,6,0,15,0.3,0.6666666666666666,,0.38461538461538464
5921,DIGITAL,SubCanal 2,Grupo B,BASE,5b314ce634dfa35f0ad5f77a,79,71,0,8,50,0,4,54,21,0,4,25,0.29577464788732394,,0.5,0.31645569620253167
5922,DIGITAL,SubCanal 2,Grupo B,BASE,5b316cfd3a438d600a5932cb,124,98,0,26,69,0,13,82,29,0,13,42,0.29591836734693877,,0.5,0.3387096774193548
5923,DIGITAL,SubCanal 2,Grupo B,BASE,5b322c6b34dfa35f0ad5f967,647,94,495,58,66,173,29,268,28,322,29,379,0.2978723404255319,0.6505050505050505,0.5,0.5857805255023184
5924,DIGITAL,SubCanal 2,Grupo B,BASE,5b3286843a438d600a5944b6,40,20,0,20,14,0,10,24,6,0,10,16,0.3,,0.5,0.4
5925,DIGITAL,SubCanal 2,Grupo B,INSIDE B,5b32870087d37fbb45a99907,456,59,0,397,41,0,199,240,18,0,198,216,0.3050847457627119,,0.4987405541561713,0.47368421052631576
5926,DIGITAL,SubCanal 2,Grupo B,INSIDE A,5b32942787d37fbb45a99918,811,266,457,88,186,160,44,390,80,297,44,421,0.3007518796992481,0.649890590809628,0.5,0.5191122071516646
5927,DIGITAL,SubCanal 2,Grupo B,INSIDE A,5b32a42f87d37fbb45a9993e,70,0,0,70,0,0,35,35,0,0,35,35,,,0.5,0.5
5928,DIGITAL,SubCanal 2,Grupo B,BASE,5b3375013a438d600a594539,12,10,0,2,7,0,1,8,3,0,1,4,0.3,,0.5,0.3333333333333333
5929,DIGITAL,SubCanal 2,Grupo B,BASE,5b33abdd3a438d600a5945a9,11,0,0,11,0,0,6,6,0,0,5,5,,,0.45454545454545453,0.45454545454545453
5930,DIGITAL,SubCanal 2,Grupo B,BASE,5b34e71434dfa35f0ad60a54,62,58,0,4,41,0,2,43,17,0,2,19,0.29310344827586204,,0.5,0.3064516129032258
5931,DIGITAL,SubCanal 2,Grupo B,BASE,5b350985740e1b9d6819c3ca,503,465,0,38,325,0,19,344,140,0,19,159,0.3010752688172043,,0.5,0.31610337972166996
5932,DIGITAL,SubCanal 2,Grupo B,BASE,5b353e5c740e1b9d6819c3f5,198,59,76,63,42,27,31,100,17,49,32,98,0.288135593220339,0.6447368421052632,0.5079365079365079,0.494949494949495
5933,DIGITAL,SubCanal 2,Grupo B,BASE,5b35480f740e1b9d6819c3fe,201,96,0,105,67,0,52,119,29,0,53,82,0.3020833333333333,,0.5047619047619047,0.4079601990049751
5934,DIGITAL,SubCanal 2,Grupo B,BASE,5b35496bc06ac09f685570ae,35,19,0,16,13,0,8,21,6,0,8,14,0.3157894736842105,,0.5,0.4
5935,DIGITAL,SubCanal 2,Grupo B,BASE,5b358ccac06ac09f685570c0,30,21,0,9,15,0,4,19,6,0,5,11,0.2857142857142857,,0.5555555555555556,0.36666666666666664
5936,DIGITAL,SubCanal 2,Grupo B,BASE,5b3599e5c91930ce242f47a8,41,29,0,12,20,0,6,26,9,0,6,15,0.3103448275862069,,0.5,0.36585365853658536
5937,DIGITAL,SubCanal 2,Grupo B,BASE,5b38d652e31ebb8e54f5fa34,95,48,0,47,34,0,23,57,14,0,24,38,0.2916666666666667,,0.5106382978723404,0.4
5938,DIGITAL,SubCanal 2,Grupo B,BASE,5b3a6a454226e14523adeb74,28,13,0,15,9,0,7,16,4,0,8,12,0.3076923076923077,,0.5333333333333333,0.42857142857142855
5940,DIGITAL,SubCanal 2,Grupo B,BASE,5b3a9dcdc3b6b7ac5e58d918,252,198,0,54,139,0,27,166,59,0,27,86,0.29797979797979796,,0.5,0.3412698412698413
5941,DIGITAL,SubCanal 2,Grupo B,BASE,5b3b8fcebc3e6b16709c7dd7,57,43,0,14,30,0,7,37,13,0,7,20,0.3023255813953488,,0.5,0.3508771929824561
5942,DIGITAL,SubCanal 2,Grupo B,BASE,5b3bd9afbc3e6b16709c8a42,82,17,0,65,12,0,33,45,5,0,32,37,0.29411764705882354,,0.49230769230769234,0.45121951219512196
5944,DIGITAL,SubCanal 2,Grupo B,BASE,5b3c2ed4bc3e6b16709c8a6c,4,0,0,4,0,0,2,2,0,0,2,2,,,0.5,0.5
5946,DIGITAL,SubCanal 2,Grupo B,BASE,5b3d07e7954ffd8843242c66,42,9,0,33,6,0,17,23,3,0,16,19,0.3333333333333333,,0.48484848484848486,0.4523809523809524
5947,DIGITAL,SubCanal 2,Grupo B,BASE,5b3d1a73954ffd8843242cc4,12,7,0,5,5,0,2,7,2,0,3,5,0.2857142857142857,,0.6,0.4166666666666667
5948,DIGITAL,SubCanal 2,Grupo B,INSIDE B,5b3e1a7df03dcee77eab49d9,562,503,0,59,352,0,30,382,151,0,29,180,0.30019880715705766,,0.4915254237288136,0.3202846975088968
5949,DIGITAL,SubCanal 2,Grupo B,BASE,5b3e1abcf03dcee77eab49e0,28,4,18,6,3,6,3,12,1,12,3,16,0.25,0.6666666666666666,0.5,0.5714285714285714
5950,DIGITAL,SubCanal 2,Grupo B,BASE,5b3e20f6954ffd8843242d00,7,0,0,7,0,0,4,4,0,0,3,3,,,0.42857142857142855,0.42857142857142855
5951,DIGITAL,SubCanal 2,Grupo B,BASE,5b3e2ea67cf12db94359856c,573,118,367,88,83,129,44,256,35,238,44,317,0.2966101694915254,0.6485013623978202,0.5,0.5532286212914486
5952,DIGITAL,SubCanal 2,Grupo B,INSIDE A,5b3e554e7cf12db9435985c0,4,0,0,4,0,0,2,2,0,0,2,2,,,0.5,0.5
5954,DIGITAL,SubCanal 2,Grupo B,BASE,5b3e5c8f35f95633581858c7,41,28,0,13,20,0,7,27,8,0,6,14,0.2857142857142857,,0.46153846153846156,0.34146341463414637
5955,DIGITAL,SubCanal 2,Grupo B,BASE,5b3e5cb87cf12db9435985ea,8,3,0,5,2,0,2,4,1,0,3,4,0.3333333333333333,,0.6,0.5
5956,DIGITAL,SubCanal 2,Grupo C,LIDER HUNTER,5b3e6585e54012681c92890d,4,0,0,4,0,0,2,2,0,0,2,2,,,0.5,0.5
5958,DIGITAL,SubCanal 2,Grupo B,BASE,5b3e72d2213b27a9574bb14f,141,104,0,37,73,0,19,92,31,0,18,49,0.2980769230769231,,0.4864864864864865,0.3475177304964539
5959,DIGITAL,SubCanal 2,Grupo B,BASE,5b3e72e2e54012681c928920,11,1,0,10,1,0,5,6,0,0,5,5,0.0,,0.5,0.45454545454545453
5960,DIGITAL,SubCanal 2,Grupo B,BASE,5b3f8b9db6c230c937f00a0a,397,312,0,85,218,0,43,261,94,0,42,136,0.30128205128205127,,0.49411764705882355,0.3425692695214106
5961,DIGITAL,SubCanal 2,Grupo D,LIDER INBOUND,5b4363bf911fbc2740d421b9,0,0,0,0,0,0,0,0,0,0,0,0,,,,
5962,DIGITAL,SubCanal 2,Grupo B,INSIDE B,5b43a36d6a75110751e3b8f9,832,655,0,177,458,0,89,547,197,0,88,285,0.300763358778626,,0.4971751412429379,0.3425480769230769
5963,DIGITAL,SubCanal 2,Grupo B,INSIDE B,5b43a5f518a012d70dd32be1,725,384,0,341,269,0,171,440,115,0,170,285,0.2994791666666667,,0.49853372434017595,0.3931034482758621
5964,DIGITAL,SubCanal 2,Grupo B,BASE,5b43adc118a012d70dd32c2e,4,0,0,4,0,0,2,2,0,0,2,2,,,0.5,0.5
5965,DIGITAL,SubCanal 2,Grupo B,BASE,5b43e5b43469eeef5055c872,4,0,0,4,0,0,2,2,0,0,2,2,,,0.5,0.5
5966,DIGITAL,SubCanal 2,Grupo B,BASE,5b44b21dde9c059149ab549b,244,37,135,72,26,47,36,109,11,88,36,135,0.2972972972972973,0.6518518518518519,0.5,0.5532786885245902
5967,DIGITAL,SubCanal 2,Grupo B,BASE,5b44b8f018a012d70dd32cf5,649,530,0,119,371,0,59,430,159,0,60,219,0.3,,0.5042016806722689,0.337442218798151
5968,DIGITAL,SubCanal 2,Grupo B,BASE,5b44d250de9c059149ab54c2,29,13,0,16,9,0,8,17,4,0,8,12,0.3076923076923077,,0.5,0.41379310344827586
5969,DIGITAL,SubCanal 2,Grupo B,BASE,5b44d42418a012d70dd32d20,11,2,0,9,2,0,4,6,0,0,5,5,0.0,,0.5555555555555556,0.45454545454545453
5970,DIGITAL,SubCanal 2,Grupo B,INSIDE B,5b44d4d5959603a910fefbd2,499,352,0,147,246,0,73,319,106,0,74,180,0.30113636363636365,,0.5034013605442177,0.36072144288577157
5971,DIGITAL,SubCanal 2,Grupo B,BASE,5b44eddd587685b317ecd386,1,0,0,1,0,0,0,0,0,0,1,1,,,1.0,1.0
5972,DIGITAL,SubCanal 2,Grupo B,BASE,5b44f581587685b317ecd38d,6,2,0,4,1,0,2,3,1,0,2,3,0.5,,0.5,0.5
5973,DIGITAL,SubCanal 2,Grupo B,BASE,5b4580eade9c059149ab550c,104,90,0,14,63,0,7,70,27,0,7,34,0.3,,0.5,0.3269230769230769
5974,DIGITAL,SubCanal 2,Grupo B,BASE,5b460d66959603a910fefc24,67,54,0,13,38,0,7,45,16,0,6,22,0.2962962962962963,,0.46153846153846156,0.3283582089552239
5975,DIGITAL,SubCanal 2,Grupo B,BASE,5b464f5ca4cc76981bf0c0d4,315,76,108,131,53,38,66,157,23,70,65,158,0.3026315789473684,0.6481481481481481,0.4961832061068702,0.5015873015873016
5976,DIGITAL,SubCanal 2,Grupo B,INSIDE A,5b473c9d185ba2251e7df04c,703,647,0,56,453,0,28,481,194,0,28,222,0.29984544049459044,,0.5,0.3157894736842105
