Canal,SubCanal,Grupo 1 ,Grupo 2,Afiliação,VL Receita Total,Receita Net MDR,Receita de antecipação de recebiveis,Outras Receitas,Custo de Net MDR,Custo de antecipação de recebiveis,Custo de Outras Receitas
DIGITAL,SubCanal 1,Grupo B,FIELD C,0C37CE7C-8BC0-42F6-AA0F-FF1A9C48005C,1876,0,0,1876,0,0,938
DIGITAL,SubCanal 1,Grupo B,BASE,0CA99E37-7208-4D69-962B-A8A2501D0C22,412,0,0,412,0,0,206
DIGITAL,SubCanal 1,Grupo B,BASE,0CEE47E5-7BCC-4E40-85C5-C93175E53AF0,51,0,0,51,0,0,26
DIGITAL,SubCanal 1,Grupo C,OYOLA,0D5E2835-3D0B-433E-8A6E-615077521D12,600,0,0,600,0,0,300
DIGITAL,SubCanal 1,Grupo B,BASE,0D821F3D-D89E-4FD3-B2DF-7EA7F0562F5C,309,0,0,309,0,0,154
DIGITAL,SubCanal 1,Grupo B,BASE,0D917511-F76A-4710-A5DD-16162124B43E,309,0,0,309,0,0,154
DIGITAL,SubCanal 1,Grupo C,OYOLA,0dbddfd5-4812-4019-8f76-2e39c4e331cd,200,0,0,200,0,0,100
DIGITAL,SubCanal 1,Grupo B,BASE,0DC19346-0D5B-439D-B9E4-6623A07FB0C7,206,0,0,206,0,0,103
DIGITAL,SubCanal 1,Grupo B,BASE,0DE2BA8A-8225-4B0B-995F-E7BBBEC631D4,51,0,0,51,0,0,26
DIGITAL,SubCanal 1,Grupo B,BASE,0e52aaee-b2b3-43f6-942f-aa08303f9fce,309,0,0,309,0,0,154
DIGITAL,SubCanal 1,Grupo B,BASE,0E725673-B78C-4BC7-A718-732915E791F5,51,0,0,51,0,0,26
DIGITAL,SubCanal 1,Grupo B,INSIDE B,0E7B956F-277C-4DD2-96A3-B68753E7C9D6,206,0,0,206,0,0,103
DIGITAL,SubCanal 1,Grupo B,LARGE A,0e97a759-582d-4f64-9499-32d19c99f228,206,0,0,206,0,0,103
DIGITAL,SubCanal 1,Grupo B,BASE,0EE2DFC1-D28B-4BD8-A038-F465C88BC0E1,257,0,0,257,0,0,129
DIGITAL,SubCanal 1,Grupo E,PARCERIAS,0F902F5B-7CE1-418C-A0B9-CC8B6FD1345B,2157,0,0,2157,0,0,1079
DIGITAL,SubCanal 1,Grupo B,FIELD C,0FD675AC-3C8F-453F-80A2-0416B8AE9CC1,1030,0,0,1030,0,0,515
