Canal,SubCanal,Grupo 1 ,Grupo 2,Afiliação,VL Receita Total,Receita Net MDR,Receita de antecipação de recebiveis,Outras Receitas,Custo de Net MDR,Custo de antecipação de recebiveis,Custo de Outras Receitas
DIGITAL,SubCanal 1,Grupo B,LARGE B,162166102,100,11,40,0,8,14,0
DIGITAL,SubCanal 1,Grupo E,PARCERIAS,162213867,34,0,0,34,0,0,17
DIGITAL,SubCanal 1,Grupo B,INSIDE B,162232505,439,439,0,0,308,0,0
DIGITAL,SubCanal 1,Grupo B,BASE,162234211,132,0,0,132,0,0,66
DIGITAL,SubCanal 1,Grupo B,BASE,162243219,221,221,0,0,155,0,0
DIGITAL,SubCanal 1,Grupo B,BASE,162283040,3231,472,2759,0,330,966,0
DIGITAL,SubCanal 1,Grupo B,BASE,162362439,34,34,0,0,24,0,0
DIGITAL,SubCanal 1,Grupo B,BASE,162455803,60,60,0,0,42,0,0
DIGITAL,SubCanal 1,Grupo B,BASE,162466110,420,105,235,0,74,82,0
DIGITAL,SubCanal 1,Grupo B,BASE,162491194,0,0,0,0,0,0,0
DIGITAL,SubCanal 1,Grupo B,LARGE B,162575419,70,7,12,0,5,4,0
DIGITAL,SubCanal 1,Grupo B,PARCERIAS,162606113,811,332,478,0,233,167,0
DIGITAL,SubCanal 1,Grupo B,BASE,162667318,67,67,0,0,47,0,0
DIGITAL,SubCanal 1,Grupo B,LARGE B,162773948,58,6,0,0,4,0,0
DIGITAL,SubCanal 1,Grupo B,BASE,162894506,6,6,0,0,4,0,0
DIGITAL,SubCanal 1,Grupo B,LARGE B,163022454,60,6,5,0,4,2,0
DIGITAL,SubCanal 1,Grupo B,BASE,163099773,141,32,77,32,22,27,16
DIGITAL,SubCanal 1,Grupo B,LARGE B,163112870,184,51,83,0,36,29,0
DIGITAL,SubCanal 1,Grupo B,LARGE B,163263801,86,25,12,0,17,4,0
DIGITAL,SubCanal 1,Grupo B,BASE,163386806,129,0,0,129,0,0,65
DIGITAL,SubCanal 1,Grupo B,LARGE B,163401774,79,18,12,0,13,4,0
DIGITAL,SubCanal 1,Grupo B,INSIDE B,163405670,369,345,0,24,242,0,12
DIGITAL,SubCanal 1,Grupo B,LARGE B,163622979,68,9,10,0,6,3,0
DIGITAL,SubCanal 1,Grupo B,BASE,163791484,71,71,0,0,50,0,0
DIGITAL,SubCanal 1,Grupo B,PARCERIAS,163838864,19,19,0,0,14,0,0
DIGITAL,SubCanal 1,Grupo B,LARGE B,163884003,89,25,15,0,17,5,0
DIGITAL,SubCanal 1,Grupo B,FIELD A,164011780,19582,19582,0,0,13708,0,0
DIGITAL,SubCanal 1,Grupo B,PARCERIAS,164150778,37,37,0,0,26,0,0
DIGITAL,SubCanal 1,Grupo B,LARGE B,164456548,98,22,27,0,15,9,0
DIGITAL,SubCanal 1,Grupo B,LARGE B,164536181,79,12,18,0,8,6,0
DIGITAL,SubCanal 1,Grupo B,LARGE B,164562698,155,34,72,0,24,25,0
DIGITAL,SubCanal 1,Grupo B,PARCERIAS,164827339,143,143,0,0,100,0,0
DIGITAL,SubCanal 1,Grupo B,LARGE B,164960094,69,9,11,0,6,4,0
DIGITAL,SubCanal 1,Grupo B,LARGE B,165016220,-1,-1,0,0,-1,0,0
DIGITAL,SubCanal 1,Grupo B,BASE,165057717,582,582,0,0,408,0,0
DIGITAL,SubCanal 1,Grupo B,BASE,165061751,210,210,0,0,147,0,0
DIGITAL,SubCanal 1,Grupo B,BASE,16511016-DABA-457E-A28C-8B8ECC6002A4,206,0,0,206,0,0,103
DIGITAL,SubCanal 1,Grupo B,BASE,165111672,190,109,0,81,77,0,40
DIGITAL,SubCanal 1,Grupo B,BASE,165231215,15,4,11,0,3,4,0
DIGITAL,SubCanal 1,Grupo B,PARCERIAS,165324824,1,1,0,0,1,0,0
DIGITAL,SubCanal 1,Grupo B,LARGE B,165527763,69,3,17,0,2,6,0
DIGITAL,SubCanal 1,Grupo B,BASE,165641754,24,24,0,0,17,0,0
DIGITAL,SubCanal 1,Grupo B,PARCERIAS,165691405,22,22,0,0,15,0,0
DIGITAL,SubCanal 1,Grupo B,LARGE A,165812646,69,69,0,0,48,0,0
DIGITAL,SubCanal 1,Grupo B,BASE,165943033,263,263,0,0,184,0,0
DIGITAL,SubCanal 1,Grupo B,PARCERIAS,166164549,524,524,0,0,366,0,0
DIGITAL,SubCanal 1,Grupo B,INSIDE B,166199686,584,584,0,0,409,0,0
DIGITAL,SubCanal 1,Grupo B,BASE,166264877,632,167,258,207,117,90,104
DIGITAL,SubCanal 1,Grupo B,LARGE B,166311768,129,42,38,0,29,13,0
DIGITAL,SubCanal 1,Grupo B,LARGE B,166375250,70,10,11,0,7,4,0
DIGITAL,SubCanal 1,Grupo B,BASE,166381986,54,54,0,0,38,0,0
